,제목,분류
25,주문자와 다르게 입금을 했는데 어떻게 하나요?,주문
26,카드결제후 취소를 했는데 청구서가 왔어요!,주문
27,현금영수증은 발급되나요?,주문
28,무통장계좌번호는 어떻게 되나요?,주문
29,입금확인은 언제되나요?,주문
30,입금을했는데 입금확인이 되질 않아요,주문
31,에스크로제도란 무엇인가요?,주문
32,배송메세지가 뭔가요 ?,주문
33,주문을 했는데 입금이 안되요?,주문
34,입금확인 되었는지  확인해보고 싶어요~,주문
35,주문을 여러번 나눠하고  입금은 한번에 했어요.,주문
36,결제시 적립금(마일리지) 사용하였는데 주문 취소할 경우 어떻게 되나요?,주문
37,카드취소했는데 카드사에서는 취소가 되지 않았어요,주문
38,적립금으로 구매시 구매금액의 적립금이 적용되나요?,주문
39,"
							가상계좌는 고객님께서 주문하시면서 가상으로 발급받는 일회성 계좌입니다.

입금시 입금액  입금자명등을 잘못기입하셔서 입금확인이 지연되어 이를 도입하였습니다.

가상계좌 이용시 보다 빠른 입금확인이 가능해지며 보다 빠르게 배송을 받으실수 있습니다!!


※ 이용시 주의사항

가상계좌는 창구·인터넷뱅킹·폰뱅킹·은행내 CD기·ATM 이체기계를 통해서 입금가능합니다.

단  가상계좌이용시 자동화기기(CD/ATM) *편의점/길거리에 있는 현금지급기 이용시 
은행의 구조적인 문제로 가상계좌로 입금이 안될 수도 있음을 양해해주시기 바랍니다.						",주문
40,"
							주문서 작성하실때 적어주신 입금자와 동일하게 입금하셨으면 정상 입금확인 되시구요~
다만 입금자와 다르게 입금을 하셨다면 게시판에 입금날짜  입금자명  입금금액 남겨주시면 
빠른시간내에 확인하고 답변드리고 있습니다.
톡톡에 문의 남겨주시거나 고객센터(1644-3225)로 전화주셔도 확인 해드리고 있습니다.
",주문
41,"
							고객님마다 각각 카드결제일이 다르기때문에 아뜨랑스에서 전산상 취소를 
카드사에 요청을 해도 이미 카드사에서 수납이 완료된 상황이 발생할 수 있습니다.

카드대금에서 청구가 되어 나오셨다면 다음달에는 마이스너스처리되어 청구가 되고 있으며 
이부분이 처리가 되지 않았을경우 해당 카드사로 문의하시면 답변받으실 수 있습니다.

또한  가급적 카드로 결제하실때에는 취소를 대비하여 꼭 결제일을 확인하시고 카드결제바랍니다!						",주문
42,"
							아뜨랑스에서는 신청 고객을 대상으로 현금영수증을 발급하고 있습니다.
상품 모두 수령후 아뜨랑스 자사몰 로그인 하신후 오른쪽상단
[마이페이지] > [주문/배송조회] > [거래완료건] > 주문번호 클릭> 하단에 파란색 
"" 현금영수증 신청"" 누르시면 됩니다. 
*계좌이체/가상계좌 결제 시 현금영수증 발급이 가능합니다.
*매월 20일~25일 전월 현금영수증으로 신청된 내역이 발급됩니다.
*교환반품시 차액이 발생되어 매월 1회 전월 이용내역을 일괄 발급합니다.
*주문시 신청하지 않았을 경우 고객센터 또는 톡톡으로 연락을 주시기 바랍니다.
*발급된 현금영수증은 국세청에서 조회할 수 있습니다.
*휴대폰결제는 통신요금에 포함되므로 현금영수증이 발급되지 않습니다.						",주문
43,"
							아뜨랑스 에서는 신용카드/가상계좌/휴대폰결제/계좌이체로 결제수단을 이용하실 수 있습니다.
신규 주문의 경우 주문체결 중 위 결제수단을 선택하여 주문을 완료하시기 바랍니다.
교환반품 배송비용  해외 운임료등 아뜨랑스 와의 상담 후 추가 입금이 필요한 경우 무통장계좌로 입금해 주시기 바랍니다.
[입금계좌 ]
국민/468001-01-111971   예금주 : 에스엔패션그룹(주)
농협/301-0095-6307-61   예금주 : 에스엔패션그룹(주)
우리/1005-401-918043   예금주 : 에스엔패션그룹(주)
*무통장계좌는  자동입금 확인 처리됩니다.  수
* 입금자명이 다를경우 1:1게시판이나 고객센터(1644-3225)  톡톡으로 연락 주시기 바랍니다.
  (입금메세지를 기재하실경우 입금자명으로 확인될수 있으니 혹시 입금메세지 기재하신경우 1:1 게시판에 문의 꼭 남겨주세요)						",주문
44,"
							자동입금확인 프로그램으로 입금확인이 되기 때문에 
입금 후 30~40분 정도 시간이 소요되십니다.
다만  입금자명과 주문자명이 다르거나 
입금금액과 주문하신 상품금액이 다를경우 입금확인이 안되고 누락이 되어지시니 
입금 후 30분 이내로 입금확인이 되었다는 문자를 못 받으셨을경우 
입금하신 날짜/시간/입금금액/입금자명을 정확하게 게시판으로 알려주시거나 
콜센터로 알려주시면 입금확인팀으로 요청하여 
수동입금확인처리로 도와드리겠습니다.						",주문
45,"
							입금확인이 안되시는 경우는 다음과 같은 사유이오니 확인바랍니다.

- 입금자성함이 주문하실때 입력하셨던 입금자성함과 다를 경우
- 주문하신 금액보다 초과 입금 또는 부족하게 입금을 하셨을 경우
- 주문하실때 작성하셨던 은행으로 입금하지 않았을 경우
- 동명이인이 많은 경우
- 가상계좌를 여러번 문자를 받으신후 그중 삭제된 가상계좌로 입금하셨을 경우

입금확인이 되지 않을경우 1:1문의게시판이나 고객센터 (1644-3225)  또는 톡톡으로 연락주시면
빠른시간내로 확인해드리겠습니다.						",주문
46,"
							제3자(은행  PG사  보험 등 에스크로 사업자)가 소비자의 결재 대금을 예치하고 있다가
상품배송이 완료된 후 그 대금을 통신판매업자에게 지급하는 전자거래안전장치로
법률에서는 결재대금 예치제도라고 합니다.

즉 판매자와 구매자가 대금을 직접거래하지 않고 제3자(데이콤)같은
서로 신뢰할 수 있는 중계기관을 통하여 대금을 결제하는 제도입니다.						",주문
47,"
							배송메세지는 고객님께서 택배기사님께 남기시는 메시지를 말합니다.

아뜨랑스는 대한통운 택배를 이용하고 있어  대한통운 택배기사님들께 전달하실 사항을
남겨주시면 됩니다. (ex.부재시 경비실에 맡겨주세요)

간혹 배송메세지를 통해 상품의 옵션변경이나 요청사항을 적어주시는 경우가 있는데 
위와 같은 경우에는 확인이 불가능 합니다.
변경사항이 있을시에는 꼭 고객센터 / 톡톡으로 문의주셔서 요청해주세요.						",주문
48,"
							발급받으신 가상계좌번호는 주문하신 날로부터 5일 이내에 결제가 안되면 입금이 되지 않습니다.
*이 경우 새로 다시 주문하시고 발급받은 가상계좌로 입금해주셔야 결제처리 됩니다.
또한 주문금액과 입금금액 동일하게 해주셔야 입금처리 됩니다.
(주문이 자동취소된 이후에 상품이 품절이 될수도 있으니 참고하여 이용해주세요)						",주문
49,"
							입금확인 된경우 [""MY PAGE""의 주문/배송조회] 에서 조회하실 수 있습니다.
정상적으로 확인되면 홈페이지에 등록된 핸드폰번호로 문자 발송됩니다.						",주문
50,"
							주문금액과 입금금액이 동일하지 않으면 자동으로 입금확인처리가 되지 않기때문에
반드시 주문후 게시판에 글 남겨주셔야 확인후 주문서 수동 입금확인  처리가 진행되는 부분이오니 
게시판 또는 톡톡에 꼭 주문자 성함과 연락처 입금자 성함과 입금하신 금액 확인후 글 남겨주시면 확인하여 
입금확인처리 도와드리겠습니다 ^^* 						",주문
51,"
							전체 주문 취소 시 사용하신 적립금 모두 환급되며  실 결제 금액만 환불 처리됩니다.
부분취소시 상품취소 후  남은 주문금액(결제금액)에 따라 적립금 환급 여부가 결정됩니다.						",주문
52,"
							카드취소를 하게되면 바로 승인되어 취소가 되는것이 아니랍니다.
  취소접수된 다음날 정오에 카드사로 취소정보가 전송되며 취소처리는 정상적으로 진행됩니다.
  하지만 고객님이 확인 가능할때까지의 시간이 다소 걸리니 참고부탁드립니다.
  카드사마다 처리확인 시간이 다르며 적용되기까지 3~7일정도 소요됩니다.
  결제당일 바로 취소하는 경우는 바로 취소확인이 가능하구요.
  결제일 다음날부터는 취소를 하더라도 카드사에 전송되어 적용되기까지의 소요기간이 있는점 참고하여 주시기 바랍니다.						",주문
53,"
							구매포인트의 적립금은 현금이 아니기 때문에 적립금으로 구매시 구매금액의 적립금이 적용되지 않습니다.
",주문
54,입금은행명과 입금자명을 변경하고 싶은데 이미 주문서 작성후에는  변경이 불가한가요?,주문
55,금액 상관없이 할부가 가능한가요?,주문
56,결제시 자꾸 오류가 나서 결제가 되지 않아요,주문
57,신용카드 취소 반영기간,주문
58,상품을 하나 더 추가 주문 하는데 취소하고 다시 결제해야하나요,주문
59,결제방법을 변경하고 싶어요,주문
60,실시간 계좌이체로 주문했는데 금액이 이체되지 않았어요  왜 그런가요,주문
61,입금을 했는데 주문서가 사라졌어요,주문
62,"
							이미 주문서작성이 완료되었다면  변경처리가 불가합니다.
입금은행명과 입금자명 변경시 1:1 게시판  고객센터 또는 톡톡으로 문의주셔야 누락없이 확인이 가능합니다.
주문서 작성시  입금자와 주문자가 다를 경우 입금자명 기재란에 꼭 기재해주시길 바랍니다.
입금확인이 되지 않는 경우 게시판 > 미확인 입금자 에서도 확인이 가능합니다.						",주문
63,"
							할부의 경우 5만원 이상 할부 가능합니다.
무이자할부가 가능한 카드는 매년  매월 적용되는 카드가 변경될 수 있습니다.
사이트 좌측 카테고리 란 [NOTICE]란에서 매월 무이자할부 카드를 안내드리고 있습니다
",주문
64,"
							결제 완료 후 정상적으로 주문내역이 확인되지 않는 경우 오류가 발생될 수 있습니다.
이는 고객님의 pc상에서 결제시 필요한 프로그램(Activex 수동설치 및 보안키보드 등)이 호환되지 않아
정상적인 결제가 이루어지지 않을때를 말합니다.
인터넷 옵션창 상단 [도구]→[인터넷옵션]→[일반->검색기록]→[삭제->쿠키삭제]에서 쿠키삭제->
결제를 위해 필요한 프로그램(Activex 수동설치 및 보안키보드로 인한 호환메세지 동의)을 설치한다.
*Activex 수동설치방법안내를 참고해주시길 바랍니다*						",주문
65,"
							신용카드 취소의 경우 주말을 제외한 영업일 기준 3~4일 정도 소요되며 카드사로 확인이 가능합니다.						",주문
66,"
							시스템상 자동으로 묶음 발송처리는 어렵습니다.
아예 다시 주문해주시거나 
별도로 배송 받으셔야됩니다.						",주문
67,"
							이미 주문서가 주문완료 상태일 경우에는 결제방법 변경이 불가 합니다 .
취소후 다시 주문 하시는 방법 밖에는 없습니다 발송일이 늦어지기 때문에 추천드리고 싶지 않습니다.						",주문
68,"
							실시간 계좌이체하는 계좌의 잔액이 부족할 경우 결제금액이 이체되지 않으며 결제 실패로 정상적으로 주문이 되지 않습니다
보유한 계좌의 잔액 확인후 다시 시도해주시길 바랍니다.						",주문
69,"
							주문서 작성 후 4일 이내에 정상적으로 입금확인이 되지 않으면 주문서는 자동적으로 삭제처리가 됩니다.
 이런 경우 삭제된 주문서는 무시하시고 새로 주문서를 작성해주시고 게시판에 입금정보(입금날짜  금액  입금자명)를 남겨주세요
 만약 정상적으로 주문을 진행 했는데도 바로 마이페이지에 주문내역이 나타나지 않으면 고객센터(02-1644-3225) 또는 톡톡으로 꼭 전화주세요!						",주문
70,주문 후 배송기간은 얼마나 걸리나요?,주문
71,비회원도 주문 가능 한가요?,주문
72,방문해서 구매 가능 한가요?,주문
73,상품을 주문하려면 어떻게 해야 하나요?,주문
74,실시간 구매에서 주문가능이란 어떤거죠?,주문
75,주문후 주문번호가 오지 않았어요 어떻게 해야 하나요?,주문
76,전화주문은 불가능 한가요?,주문
77,여러가지 상품을 함께 주문하려고 합니다. 어떻게 구매를 해야 할까요?,주문
78,구매당시에 품절이 아니었는데 품절됐다는 연락왔어요!,주문
79,세일상품 품절관련,주문
80,주문하고 결제까지 했는데 왜 품절이 되죠?,주문
81,상품을 아직 못받았는데 수령을 눌렀어요.괜찮을까요?,주문
82,실시간 구매에서 주문가능이란 어떤거죠?,주문
83,"
							가상계좌는 고객님께서 주문하시면서 가상으로 발급받는 일회성 계좌입니다.

입금시 입금액  입금자명등을 잘못기입하셔서 입금확인이 지연되어 이를 도입하였습니다.

가상계좌 이용시 보다 빠른 입금확인이 가능해지며 보다 빠르게 배송을 받으실수 있습니다!!


※ 이용시 주의사항

가상계좌는 창구·인터넷뱅킹·폰뱅킹·은행내 CD기·ATM 이체기계를 통해서 입금가능합니다.

단  가상계좌이용시 자동화기기(CD/ATM) *편의점/길거리에 있는 현금지급기 이용시 
은행의 구조적인 문제로 가상계좌로 입금이 안될 수도 있음을 양해해주시기 바랍니다.						",주문
84,"
							주문서 작성하실때 적어주신 입금자와 동일하게 입금하셨으면 정상 입금확인 되시구요~
다만 입금자와 다르게 입금을 하셨다면 게시판에 입금날짜  입금자명  입금금액 남겨주시면 
빠른시간내에 확인하고 답변드리고 있습니다.
톡톡에 문의 남겨주시거나 고객센터(1644-3225)로 전화주셔도 확인 해드리고 있습니다.
",주문
85,"
							고객님마다 각각 카드결제일이 다르기때문에 아뜨랑스에서 전산상 취소를 
카드사에 요청을 해도 이미 카드사에서 수납이 완료된 상황이 발생할 수 있습니다.

카드대금에서 청구가 되어 나오셨다면 다음달에는 마이스너스처리되어 청구가 되고 있으며 
이부분이 처리가 되지 않았을경우 해당 카드사로 문의하시면 답변받으실 수 있습니다.

또한  가급적 카드로 결제하실때에는 취소를 대비하여 꼭 결제일을 확인하시고 카드결제바랍니다!						",주문
86,"
							아뜨랑스에서는 신청 고객을 대상으로 현금영수증을 발급하고 있습니다.
상품 모두 수령후 아뜨랑스 자사몰 로그인 하신후 오른쪽상단
[마이페이지] > [주문/배송조회] > [거래완료건] > 주문번호 클릭> 하단에 파란색 
"" 현금영수증 신청"" 누르시면 됩니다. 
*계좌이체/가상계좌 결제 시 현금영수증 발급이 가능합니다.
*매월 20일~25일 전월 현금영수증으로 신청된 내역이 발급됩니다.
*교환반품시 차액이 발생되어 매월 1회 전월 이용내역을 일괄 발급합니다.
*주문시 신청하지 않았을 경우 고객센터 또는 톡톡으로 연락을 주시기 바랍니다.
*발급된 현금영수증은 국세청에서 조회할 수 있습니다.
*휴대폰결제는 통신요금에 포함되므로 현금영수증이 발급되지 않습니다.						",주문
87,"
							아뜨랑스 에서는 신용카드/가상계좌/휴대폰결제/계좌이체로 결제수단을 이용하실 수 있습니다.
신규 주문의 경우 주문체결 중 위 결제수단을 선택하여 주문을 완료하시기 바랍니다.
교환반품 배송비용  해외 운임료등 아뜨랑스 와의 상담 후 추가 입금이 필요한 경우 무통장계좌로 입금해 주시기 바랍니다.
[입금계좌 ]
국민/468001-01-111971   예금주 : 에스엔패션그룹(주)
농협/301-0095-6307-61   예금주 : 에스엔패션그룹(주)
우리/1005-401-918043   예금주 : 에스엔패션그룹(주)
*무통장계좌는  자동입금 확인 처리됩니다.  수
* 입금자명이 다를경우 1:1게시판이나 고객센터(1644-3225)  톡톡으로 연락 주시기 바랍니다.
  (입금메세지를 기재하실경우 입금자명으로 확인될수 있으니 혹시 입금메세지 기재하신경우 1:1 게시판에 문의 꼭 남겨주세요)						",주문
88,"
							자동입금확인 프로그램으로 입금확인이 되기 때문에 
입금 후 30~40분 정도 시간이 소요되십니다.
다만  입금자명과 주문자명이 다르거나 
입금금액과 주문하신 상품금액이 다를경우 입금확인이 안되고 누락이 되어지시니 
입금 후 30분 이내로 입금확인이 되었다는 문자를 못 받으셨을경우 
입금하신 날짜/시간/입금금액/입금자명을 정확하게 게시판으로 알려주시거나 
콜센터로 알려주시면 입금확인팀으로 요청하여 
수동입금확인처리로 도와드리겠습니다.						",주문
89,"
							입금확인이 안되시는 경우는 다음과 같은 사유이오니 확인바랍니다.

- 입금자성함이 주문하실때 입력하셨던 입금자성함과 다를 경우
- 주문하신 금액보다 초과 입금 또는 부족하게 입금을 하셨을 경우
- 주문하실때 작성하셨던 은행으로 입금하지 않았을 경우
- 동명이인이 많은 경우
- 가상계좌를 여러번 문자를 받으신후 그중 삭제된 가상계좌로 입금하셨을 경우

입금확인이 되지 않을경우 1:1문의게시판이나 고객센터 (1644-3225)  또는 톡톡으로 연락주시면
빠른시간내로 확인해드리겠습니다.						",주문
90,"
							제3자(은행  PG사  보험 등 에스크로 사업자)가 소비자의 결재 대금을 예치하고 있다가
상품배송이 완료된 후 그 대금을 통신판매업자에게 지급하는 전자거래안전장치로
법률에서는 결재대금 예치제도라고 합니다.

즉 판매자와 구매자가 대금을 직접거래하지 않고 제3자(데이콤)같은
서로 신뢰할 수 있는 중계기관을 통하여 대금을 결제하는 제도입니다.						",주문
91,"
							배송메세지는 고객님께서 택배기사님께 남기시는 메시지를 말합니다.

아뜨랑스는 대한통운 택배를 이용하고 있어  대한통운 택배기사님들께 전달하실 사항을
남겨주시면 됩니다. (ex.부재시 경비실에 맡겨주세요)

간혹 배송메세지를 통해 상품의 옵션변경이나 요청사항을 적어주시는 경우가 있는데 
위와 같은 경우에는 확인이 불가능 합니다.
변경사항이 있을시에는 꼭 고객센터 / 톡톡으로 문의주셔서 요청해주세요.						",주문
92,"
							발급받으신 가상계좌번호는 주문하신 날로부터 5일 이내에 결제가 안되면 입금이 되지 않습니다.
*이 경우 새로 다시 주문하시고 발급받은 가상계좌로 입금해주셔야 결제처리 됩니다.
또한 주문금액과 입금금액 동일하게 해주셔야 입금처리 됩니다.
(주문이 자동취소된 이후에 상품이 품절이 될수도 있으니 참고하여 이용해주세요)						",주문
93,"
							입금확인 된경우 [""MY PAGE""의 주문/배송조회] 에서 조회하실 수 있습니다.
정상적으로 확인되면 홈페이지에 등록된 핸드폰번호로 문자 발송됩니다.						",주문
94,"
							주문금액과 입금금액이 동일하지 않으면 자동으로 입금확인처리가 되지 않기때문에
반드시 주문후 게시판에 글 남겨주셔야 확인후 주문서 수동 입금확인  처리가 진행되는 부분이오니 
게시판 또는 톡톡에 꼭 주문자 성함과 연락처 입금자 성함과 입금하신 금액 확인후 글 남겨주시면 확인하여 
입금확인처리 도와드리겠습니다 ^^* 						",주문
95,"
							전체 주문 취소 시 사용하신 적립금 모두 환급되며  실 결제 금액만 환불 처리됩니다.
부분취소시 상품취소 후  남은 주문금액(결제금액)에 따라 적립금 환급 여부가 결정됩니다.						",주문
96,"
							카드취소를 하게되면 바로 승인되어 취소가 되는것이 아니랍니다.
  취소접수된 다음날 정오에 카드사로 취소정보가 전송되며 취소처리는 정상적으로 진행됩니다.
  하지만 고객님이 확인 가능할때까지의 시간이 다소 걸리니 참고부탁드립니다.
  카드사마다 처리확인 시간이 다르며 적용되기까지 3~7일정도 소요됩니다.
  결제당일 바로 취소하는 경우는 바로 취소확인이 가능하구요.
  결제일 다음날부터는 취소를 하더라도 카드사에 전송되어 적용되기까지의 소요기간이 있는점 참고하여 주시기 바랍니다.						",주문
97,"
							구매포인트의 적립금은 현금이 아니기 때문에 적립금으로 구매시 구매금액의 적립금이 적용되지 않습니다.
",주문
98,주문을 따로따로했는데 묶음배송이 가능한가요?,배송
99,주문한 상품이 어디쯤오고 있나 궁금해요!,배송
100,퀵 발송도 해 주나요?,배송
101,주문을 따로따로했는데 묶음배송이 가능한가요?,배송
102,일부 상품이 배송되지 않았습니다.,배송
103,주문시 배송비는 얼마인가요?,배송
104,주문한 상품의 배송주소와 수취인을 변경하려면 어떻게하나요?,배송
105,방문해서 구매 가능 한가요?,배송
106,출고예정일 알고 싶어요,배송
107,상품을 아직 못받았는데 수령을 눌렀어요.괜찮을까요?,배송
108,배송메세지의 기능은 무엇인가요?,배송
109,제주도및 도서산간지방의 배송비는 추가 금액이 있나요?,배송
110,오늘출발 상품을 시켰는데 안오네요.,배송
111,부분배송 안내 문자가 왔어요. 어떤 상품이 오는거죠?,배송
112,메일로 출고가 되었다고 EMS송장번호 받았는데 왜 이렇게 늦나요?,배송
113,"
							시스템상 자동으로 묶음 발송처리는 어렵습니다.
아예 다시 주문해주시거나 
별도로 배송 받으셔야됩니다.
",배송
114,"
							상품구매후 아뜨랑스에서 발송안내문자메시지를 보내드리고 있습니다. 발송안내메시지가
발송되고 지역에따라 1~2일이내 수령가능하며  당일 오후 9시이후부터 CJ대한통운 사이트에서 조회가 가능합니다.

주문내역에서 송장번호를 복사하셔서 아래주소를 조회하시면 상품조회가 가능합니다!
CJ대한통운
https://www.doortodoor.co.kr/main/index.jsp						",배송
